"","GTR","Name","Gene","...4","...5"
"1408","GTR000559466.2","Athena Diagnostics","NIPBL (5p13.2)","Cornelia de Lange syndrome 1","Germline"
"1409","GTR000559466.2","Athena Diagnostics","NOTCH3 (19p13.12)","Cerebral arteriopathy, autosomal dominant, with subcortical infarcts and leukoencephalopathy, type 1","Germline"
"1410","GTR000559466.2","Athena Diagnostics","NR2F1 (5q15)","Bosch-Boonstra-Schaaf optic atrophy syndrome","Germline"
"1411","GTR000559466.2","Athena Diagnostics","NRXN1 (2p16.3)","Pitt-Hopkins-like syndrome 2","Germline"
"1412","GTR000559466.2","Athena Diagnostics","OFD1 (Xp22.2)","Orofaciodigital syndrome I","Germline"
"1413","GTR000559466.2","Athena Diagnostics","OPHN1 (Xq12)","X-linked intellectual disability-cerebellar hypoplasia syndrome","Germline"
"1414","GTR000559466.2","Athena Diagnostics","PAFAH1B1 (17p13.3)","Lissencephaly due to LIS1 mutation","Germline"
"1415","GTR000559466.2","Athena Diagnostics","PAK3 (Xq23)","Intellectual disability, X-linked 30","Germline"
"1416","GTR000559466.2","Athena Diagnostics","PANK2 (20p13)","Pigmentary pallidal degeneration","Germline"
"1417","GTR000559466.2","Athena Diagnostics","PAX6 (11p13)","Aniridia 1","Germline"
"1418","GTR000559466.2","Athena Diagnostics","PCDH19 (Xq22.1)","Developmental and epileptic encephalopathy, 9","Germline"
"1419","GTR000559466.2","Athena Diagnostics","PEX7 (6q23.3)","Peroxisome biogenesis disorder 9B","Germline"
"1420","GTR000559466.2","Athena Diagnostics","PHF6 (Xq26.2)","Borjeson-Forssman-Lehmann syndrome","Germline"
"1421","GTR000559466.2","Athena Diagnostics","PHGDH (1p12)","PHGDH deficiency","Germline"
"1422","GTR000559466.2","Athena Diagnostics","PIGA (Xp22.2)","Multiple congenital anomalies-hypotonia-seizures syndrome 2","Germline"
"1423","GTR000559466.2","Athena Diagnostics","PIGN (18q21.33)","Multiple congenital anomalies-hypotonia-seizures syndrome 1","Germline"
"1424","GTR000559466.2","Athena Diagnostics","PIGO (9p13.3)","Hyperphosphatasia with intellectual disability syndrome 2","Germline"
"1425","GTR000559466.2","Athena Diagnostics","PIGV (1p36.11)","Hyperphosphatasia with intellectual disability syndrome 1","Germline"
"1426","GTR000559466.2","Athena Diagnostics","PLA2G6 (22q13.1)","Infantile neuroaxonal dystrophy","Germline"
"1427","GTR000559466.2","Athena Diagnostics","PLCB1 (20p12.3)","Developmental and epileptic encephalopathy, 12","Germline"
"1428","GTR000559466.2","Athena Diagnostics","PLP1 (Xq22.2)","Pelizaeus-Merzbacher disease","Germline"
"1429","GTR000559466.2","Athena Diagnostics","PNKP (19q13.33)","Microcephaly, seizures, and developmental delay","Germline"
"1430","GTR000559466.2","Athena Diagnostics","PNPO (17q21.32)","Pyridoxal phosphate-responsive seizures","Germline"
"1431","GTR000559466.2","Athena Diagnostics","POLG (15q26.1)","Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis","Germline"
"1432","GTR000559466.2","Athena Diagnostics","POMGNT1 (1p34.1)","Muscle eye brain disease","Germline"
"1433","GTR000559466.2","Athena Diagnostics","POMT1 (9q34.13)","Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A1","Germline"
"1434","GTR000559466.2","Athena Diagnostics","POMT2 (14q24.3)","Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A2","Germline"
"1435","GTR000559466.2","Athena Diagnostics","PPT1 (1p34.2)","Neuronal ceroid lipofuscinosis 1","Germline"
"1436","GTR000559466.2","Athena Diagnostics","PQBP1 (Xp11.23)","Renpenning syndrome","Germline"
"1437","GTR000559466.2","Athena Diagnostics","PRICKLE1 (12q12)","Epilepsy, progressive myoclonic, 1B","Germline"
"1438","GTR000559466.2","Athena Diagnostics","PRICKLE2 (3p14.1)","Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis","Germline"
"1439","GTR000559466.2","Athena Diagnostics","PRIMA1 (14q32.12)","Sleep-related hypermotor epilepsy","Germline"
"1440","GTR000559466.2","Athena Diagnostics","PRRT2 (16p11.2)","Seizures, benign familial infantile, 2","Germline"
"1441","GTR000559466.2","Athena Diagnostics","PURA (5q31.3)","PURA-related severe neonatal hypotonia-seizures-encephalopathy syndrome","Germline"
"1442","GTR000559466.2","Athena Diagnostics","QARS1 (3p21.31)","Diffuse cerebral and cerebellar atrophy - intractable seizures - progressive microcephaly syndrome","Germline"
"1443","GTR000559466.2","Athena Diagnostics","RAB39B (Xq28)","Intellectual disability, X-linked 72","Germline"
"1444","GTR000559466.2","Athena Diagnostics","RAB3GAP1 (2q21.3)","Warburg micro syndrome 1","Germline"
"1445","GTR000559466.2","Athena Diagnostics","RAI1 (17p11.2)","Smith-Magenis syndrome","Germline"
"1446","GTR000559466.2","Athena Diagnostics","RBFOX1 (16p13.3)","Epilepsy","Germline"
"1447","GTR000559466.2","Athena Diagnostics","RELN (7q22.1)","Norman-Roberts syndrome","Germline"
"1448","GTR000559466.2","Athena Diagnostics","RNASEH2A (19p13.13)","Aicardi-Goutieres syndrome 4","Germline"
"1449","GTR000559466.2","Athena Diagnostics","RNASEH2B (13q14.3)","Aicardi-Goutieres syndrome 2","Germline"
"1450","GTR000559466.2","Athena Diagnostics","RNASEH2C (11q13.1)","Aicardi-Goutieres syndrome 3","Germline"
"1451","GTR000559466.2","Athena Diagnostics","ROGDI (16p13.3)","Amelocerebrohypohidrotic syndrome","Germline"
"1452","GTR000559466.2","Athena Diagnostics","SAMHD1 (20q11.23)","Aicardi-Goutieres syndrome 5","Germline"
"1453","GTR000559466.2","Athena Diagnostics","SCARB2 (4q21.1)","Action myoclonus-renal failure syndrome","Germline"
"1454","GTR000559466.2","Athena Diagnostics","SCN1A (2q24.3)","Generalized epilepsy with febrile seizures plus, type 2

Migraine, familial hemiplegic, 3

Severe myoclonic epilepsy in infancy","Germline"
"1455","GTR000559466.2","Athena Diagnostics","SCN1B (19q13.11)","Generalized epilepsy with febrile seizures plus, type 1","Germline"
"1456","GTR000559466.2","Athena Diagnostics","SCN2A (2q24.3)","Developmental and epileptic encephalopathy, 11","Germline"
"1457","GTR000559466.2","Athena Diagnostics","SCN3A (2q24.3)","Epilepsy","Germline"
"1458","GTR000559466.2","Athena Diagnostics","SCN5A (3p22.2)","Brugada syndrome 1","Germline"
"1459","GTR000559466.2","Athena Diagnostics","SCN8A (12q13.13)","Developmental and epileptic encephalopathy, 13","Germline"
"1460","GTR000559466.2","Athena Diagnostics","SCN9A (2q24.3)","Generalized epilepsy with febrile seizures plus, type 7","Germline"
"1461","GTR000559466.2","Athena Diagnostics","SERPINI1 (3q26.1)","Familial encephalopathy with neuroserpin inclusion bodies","Germline"
"1462","GTR000559466.2","Athena Diagnostics","SETBP1 (18q12.3)","Schinzel-Giedion syndrome","Germline"
"1463","GTR000559466.2","Athena Diagnostics","SETD2 (3p21.31)","Luscan-Lumish syndrome","Germline"
"1464","GTR000559466.2","Athena Diagnostics","SHH (7q36.3)","Holoprosencephaly 3","Germline"
"1465","GTR000559466.2","Athena Diagnostics","SIK1 (21q22.3)","Developmental and epileptic encephalopathy, 30","Germline"
"1466","GTR000559466.2","Athena Diagnostics","SIX3 (2p21)","Holoprosencephaly 2

Schizencephaly","Germline"
"1467","GTR000559466.2","Athena Diagnostics","SLC13A5 (17p13.1)","Developmental and epileptic encephalopathy, 25","Germline"
"1468","GTR000559466.2","Athena Diagnostics","SLC19A3 (2q36.3)","Biotin-responsive basal ganglia disease","Germline"
"1469","GTR000559466.2","Athena Diagnostics","SLC25A19 (17q25.1)","Progressive demyelinating neuropathy with bilateral striatal necrosis","Germline"
"1470","GTR000559466.2","Athena Diagnostics","SLC25A22 (11p15.5)","Early myoclonic encephalopathy","Germline"
"1471","GTR000559466.2","Athena Diagnostics","SLC2A1 (1p34.2)","Dystonia 9

Encephalopathy due to GLUT1 deficiency","Germline"
"1472","GTR000559466.2","Athena Diagnostics","SLC35A2 (Xp11.23)","SLC35A2-congenital disorder of glycosylation","Germline"
"1473","GTR000559466.2","Athena Diagnostics","SLC4A10 (2q24.2)","Focal epilepsy","Germline"
"1474","GTR000559466.2","Athena Diagnostics","SLC6A1 (3p25.3)","Myoclonic-astatic epilepsy","Germline"
"1475","GTR000559466.2","Athena Diagnostics","SLC6A8 (Xq28)","Creatine transporter deficiency","Germline"
"1476","GTR000559466.2","Athena Diagnostics","SLC9A6 (Xq26.3)","Christianson syndrome","Germline"
"1477","GTR000559466.2","Athena Diagnostics","SMC1A (Xp11.22)","Congenital muscular hypertrophy-cerebral syndrome","Germline"
"1478","GTR000559466.2","Athena Diagnostics","SMC3 (10q25.2)","Cornelia de Lange syndrome 3","Germline"
"1479","GTR000559466.2","Athena Diagnostics","SMS (Xp22.11)","Syndromic X-linked intellectual disability Snyder type","Germline"
"1480","GTR000559466.2","Athena Diagnostics","SNAP25 (20p12.2)","Congenital myasthenic syndrome 18","Germline"
"1481","GTR000559466.2","Athena Diagnostics","SPTAN1 (9q34.11)","Developmental and epileptic encephalopathy, 5","Germline"
"1482","GTR000559466.2","Athena Diagnostics","SRPX2 (Xq22.1)","Rolandic epilepsy, intellectual disability, and speech dyspraxia, X-linked","Germline"
"1483","GTR000559466.2","Athena Diagnostics","ST3GAL3 (1p34.1)","Developmental and epileptic encephalopathy, 15","Germline"
"1484","GTR000559466.2","Athena Diagnostics","ST3GAL5 (2p11.2)","GM3 synthase deficiency","Germline"
"1485","GTR000559466.2","Athena Diagnostics","STIL (1p33)","Microcephaly 7, primary, autosomal recessive","Germline"
"1486","GTR000559466.2","Athena Diagnostics","STX1B (16p11.2)","Generalized epilepsy with febrile seizures plus, type 9","Germline"
"1487","GTR000559466.2","Athena Diagnostics","STXBP1 (9q34.11)","Developmental and epileptic encephalopathy, 4","Germline"
"1488","GTR000559466.2","Athena Diagnostics","SUCLA2 (13q14.2)","Mitochondrial DNA depletion syndrome, encephalomyopathic form with methylmalonic aciduria","Germline"
"1489","GTR000559466.2","Athena Diagnostics","SYN1 (Xp11.3-11.23)","Epilepsy, X-linked 1, with variable learning disabilities and behavior disorders","Germline"
"1490","GTR000559466.2","Athena Diagnostics","SYNGAP1 (6p21.32)","Intellectual disability, autosomal dominant 5","Germline"
"1491","GTR000559466.2","Athena Diagnostics","SYNJ1 (21q22.11)","Developmental and epileptic encephalopathy, 53","Germline"
"1492","GTR000559466.2","Athena Diagnostics","SYP (Xp11.23)","Intellectual disability, X-linked 96","Germline"
"1493","GTR000559466.2","Athena Diagnostics","SZT2 (1p34.2)","Developmental and epileptic encephalopathy, 18","Germline"
"1494","GTR000559466.2","Athena Diagnostics","TBC1D24 (16p13.3)","Familial infantile myoclonic epilepsy","Germline"
"1495","GTR000559466.2","Athena Diagnostics","TBL1XR1 (3q26.32)","Pierpont syndrome","Germline"
"1496","GTR000559466.2","Athena Diagnostics","TBX1 (22q11.21)","DiGeorge syndrome","Germline"
"1497","GTR000559466.2","Athena Diagnostics","TCF4 (18q21.2)","Pitt-Hopkins syndrome","Germline"
"1498","GTR000559466.2","Athena Diagnostics","TPP1 (11p15.4)","Neuronal ceroid lipofuscinosis 2","Germline"
"1499","GTR000559466.2","Athena Diagnostics","TREX1 (3p21.31)","Aicardi-Goutieres syndrome 1","Germline"
"1500","GTR000559466.2","Athena Diagnostics","TSC1 (9q34.13)","Isolated focal cortical dysplasia type II","Germline"
"1501","GTR000559466.2","Athena Diagnostics","TSC2 (16p13.3)","Tuberous sclerosis 2","Germline"
"1502","GTR000559466.2","Athena Diagnostics","TSEN54 (17q25.1)","Pontocerebellar hypoplasia type 2A

Pontocerebellar hypoplasia type 4","Germline"
"1503","GTR000559466.2","Athena Diagnostics","TUBA1A (12q13.12)","Lissencephaly due to TUBA1A mutation","Germline"
"1504","GTR000559466.2","Athena Diagnostics","TUBA8 (22q11.21)","Polymicrogyria with optic nerve hypoplasia","Germline"
"1505","GTR000559466.2","Athena Diagnostics","TUBB2B (6p25.2)","Complex cortical dysplasia with other brain malformations 7","Germline"
"1506","GTR000559466.2","Athena Diagnostics","UBE3A (15q11.2)","Angelman syndrome","Germline"
"1507","GTR000559466.2","Athena Diagnostics","VPS13A (9q21.2)","Chorea-acanthocytosis","Germline"
"1508","GTR000559466.2","Athena Diagnostics","VPS13B (8q22.2)","Cohen syndrome","Germline"
"1509","GTR000559466.2","Athena Diagnostics","WDR45 (Xp11.23)","Neurodegeneration with brain iron accumulation 5","Germline"
"1510","GTR000559466.2","Athena Diagnostics","WDR62 (19q13.12)","Microcephaly 2, primary, autosomal recessive, with or without cortical malformations","Germline"
"1511","GTR000559466.2","Athena Diagnostics","WWOX (16q23.1-23.2)","Developmental and epileptic encephalopathy, 28","Germline"
"1512","GTR000559466.2","Athena Diagnostics","ZEB2 (2q22.3)","Mowat-Wilson syndrome","Germline"
"1513","GTR000559453.2","Athena Diagnostics GAFFME","ABAT (16p13.2)","Gamma-aminobutyric acid transaminase deficiency","Germline"
"1514","GTR000559453.2","Athena Diagnostics GAFFME","ADSL (22q13.1)","Adenylosuccinate lyase deficiency","Germline"
"1515","GTR000559453.2","Athena Diagnostics GAFFME","ALDH7A1 (5q23.2)","Pyridoxine-dependent epilepsy","Germline"
"1516","GTR000559453.2","Athena Diagnostics GAFFME","ALG13 (Xq23)","Developmental and epileptic encephalopathy, 36","Germline"
"1517","GTR000559453.2","Athena Diagnostics GAFFME","ALG9 (11q23.1)","ALG9 congenital disorder of glycosylation","Germline"
"1518","GTR000559453.2","Athena Diagnostics GAFFME","ALPL (1p36.12)","Infantile hypophosphatasia","Germline"
"1519","GTR000559453.2","Athena Diagnostics GAFFME","AMT (3p21.31)","Non-ketotic hyperglycinemia","Germline"
"1520","GTR000559453.2","Athena Diagnostics GAFFME","ASAH1 (8p22)","Spinal muscular atrophy-progressive myoclonic epilepsy syndrome","Germline"
"1521","GTR000559453.2","Athena Diagnostics GAFFME","ASPM (1q31.3)","Microcephaly 5, primary, autosomal recessive","Germline"
"1522","GTR000559453.2","Athena Diagnostics GAFFME","ATP1A3 (19q13.2)","Alternating hemiplegia of childhood 2","Germline"
"1523","GTR000559453.2","Athena Diagnostics GAFFME","BCKDK (16p11.2)","Branched-chain keto acid dehydrogenase kinase deficiency","Germline"
"1524","GTR000559453.2","Athena Diagnostics GAFFME","BRAT1 (7p22.3)","Neonatal-onset encephalopathy with rigidity and seizures","Germline"
"1525","GTR000559453.2","Athena Diagnostics GAFFME","CACNA1A (19p13.13)","Idiopathic generalized epilepsy","Germline"
"1526","GTR000559453.2","Athena Diagnostics GAFFME","CACNA1H (16p13.3)","Epilepsy, childhood absence, susceptibility to, 6","Germline"
"1527","GTR000559453.2","Athena Diagnostics GAFFME","CACNB4 (2q23.3)","Epilepsy, idiopathic generalized, susceptibility to, 9","Germline"
"1528","GTR000559453.2","Athena Diagnostics GAFFME","CASR (3q13.33-21.1)","Epilepsy, idiopathic generalized, susceptibility to, 8","Germline"
"1529","GTR000559453.2","Athena Diagnostics GAFFME","CHD2 (15q26.1)","Developmental and epileptic encephalopathy 94","Germline"
"1530","GTR000559453.2","Athena Diagnostics GAFFME","CHRNA2 (8p21.2)","Autosomal dominant nocturnal frontal lobe epilepsy 4","Germline"
"1531","GTR000559453.2","Athena Diagnostics GAFFME","CHRNA4 (20q13.33)","Autosomal dominant nocturnal frontal lobe epilepsy 1","Germline"
"1532","GTR000559453.2","Athena Diagnostics GAFFME","CHRNA7 (15q13.3)","Epilepsy, idiopathic generalized, susceptibility to, 7","Germline"
"1533","GTR000559453.2","Athena Diagnostics GAFFME","CHRNB2 (1q21.3)","Autosomal dominant nocturnal frontal lobe epilepsy 3","Germline"
"1534","GTR000559453.2","Athena Diagnostics GAFFME","CPA6 (8q13.2)","Familial temporal lobe epilepsy 5

Febrile seizures, familial, 11","Germline"
"1535","GTR000559453.2","Athena Diagnostics GAFFME","CRH (8q13.1)","Sleep-related hypermotor epilepsy","Germline"
"1536","GTR000559453.2","Athena Diagnostics GAFFME","CSTB (21q22.3)","Unverricht-Lundborg syndrome","Germline"
"1537","GTR000559453.2","Athena Diagnostics GAFFME","CYP27A1 (2q35)","Cholestanol storage disease","Germline"
"1538","GTR000559453.2","Athena Diagnostics GAFFME","DEPDC5 (22q12.2-12.3)","Epilepsy, familial focal, with variable foci 1","Germline"
"1539","GTR000559453.2","Athena Diagnostics GAFFME","DYNC1H1 (14q32.31)","Epileptic encephalopathy","Germline"
"1540","GTR000559453.2","Athena Diagnostics GAFFME","EFHC1 (6p12.2)","Absence seizure","Germline"
"1541","GTR000559453.2","Athena Diagnostics GAFFME","EPM2A (6q24.3)","Lafora disease","Germline"
"1542","GTR000559453.2","Athena Diagnostics GAFFME","FOLR1 (11q13.4)","Cerebral folate transport deficiency","Germline"
"1543","GTR000559453.2","Athena Diagnostics GAFFME","GABRA1 (5q34)","Epilepsy, idiopathic generalized, susceptibility to, 13","Germline"
"1544","GTR000559453.2","Athena Diagnostics GAFFME","GABRB2 (5q34)","Epilepsy","Germline"
"1545","GTR000559453.2","Athena Diagnostics GAFFME","GABRB3 (15q12)","Epilepsy, childhood absence, susceptibility to, 5","Germline"
"1546","GTR000559453.2","Athena Diagnostics GAFFME","GABRD (1p36.33)","Epilepsy, idiopathic generalized, susceptibility to, 10","Germline"
"1547","GTR000559453.2","Athena Diagnostics GAFFME","GABRG2 (5q34)","Febrile seizures, familial, 8","Germline"
"1548","GTR000559453.2","Athena Diagnostics GAFFME","GAMT (19p13.3)","Deficiency of guanidinoacetate methyltransferase","Germline"
"1549","GTR000559453.2","Athena Diagnostics GAFFME","GATM (15q21.1)","Arginine:glycine amidinotransferase deficiency","Germline"
"1550","GTR000559453.2","Athena Diagnostics GAFFME","GLDC (9p24.1)","Non-ketotic hyperglycinemia","Germline"
"1551","GTR000559453.2","Athena Diagnostics GAFFME","GOSR2 (17q21.32)","Progressive myoclonic epilepsy type 6","Germline"
"1552","GTR000559453.2","Athena Diagnostics GAFFME","GRIN2A (16p13.2)","Landau-Kleffner syndrome","Germline"
"1553","GTR000559453.2","Athena Diagnostics GAFFME","GRIN2B (12p13.1)","Developmental and epileptic encephalopathy, 27","Germline"
"1554","GTR000559453.2","Athena Diagnostics GAFFME","HCN1 (5p12)","Developmental and epileptic encephalopathy, 24","Germline"
"1555","GTR000559453.2","Athena Diagnostics GAFFME","HCN4 (15q24.1)","Developmental and epileptic encephalopathy, 24","Germline"
"1556","GTR000559453.2","Athena Diagnostics GAFFME","KCNC1 (11p15.1)","Progressive myoclonic epilepsy type 7","Germline"
"1557","GTR000559453.2","Athena Diagnostics GAFFME","KCNH2 (7q36.1)","Long QT syndrome 2","Germline"
"1558","GTR000559453.2","Athena Diagnostics GAFFME","KCNMA1 (10q22.3)","Cleft palate, midfacial hypoplasia, triangular facies, and sensorineural hearing loss","Germline"
"1559","GTR000559453.2","Athena Diagnostics GAFFME","KCNQ2 (20q13.33)","Developmental and epileptic encephalopathy, 7","Germline"
"1560","GTR000559453.2","Athena Diagnostics GAFFME","KCNQ3 (8q24.22)","Seizures, benign familial neonatal, 2","Germline"
"1561","GTR000559453.2","Athena Diagnostics GAFFME","KCNT1 (9q34.3)","Developmental and epileptic encephalopathy, 14","Germline"
"1562","GTR000559453.2","Athena Diagnostics GAFFME","KCTD7 (7q11.21)","Progressive myoclonic epilepsy type 3","Germline"
"1563","GTR000559453.2","Athena Diagnostics GAFFME","L2HGDH (14q21.3)","L-2-hydroxyglutaric aciduria","Germline"
"1564","GTR000559453.2","Athena Diagnostics GAFFME","LGI1 (10q23.33)","Epilepsy, familial temporal lobe, 1","Germline"
"1565","GTR000559453.2","Athena Diagnostics GAFFME","LIAS (4p14)","Lipoic acid synthetase deficiency","Germline"
"1566","GTR000559453.2","Athena Diagnostics GAFFME","LMNB2 (19p13.3)","Progressive myoclonic epilepsy type 9","Germline"
"1567","GTR000559453.2","Athena Diagnostics GAFFME","MBD5 (2q23.1)","Intellectual disability, autosomal dominant 1","Germline"
"1568","GTR000559453.2","Athena Diagnostics GAFFME","NDUFA1 (Xq24)","Mitochondrial complex I deficiency","Germline"
"1569","GTR000559453.2","Athena Diagnostics GAFFME","NHLRC1 (6p22.3)","Lafora disease","Germline"
"1570","GTR000559453.2","Athena Diagnostics GAFFME","PCDH19 (Xq22.1)","Developmental and epileptic encephalopathy, 9","Germline"
"1571","GTR000559453.2","Athena Diagnostics GAFFME","PHGDH (1p12)","PHGDH deficiency","Germline"
"1572","GTR000559453.2","Athena Diagnostics GAFFME","PIGO (9p13.3)","Hyperphosphatasia with intellectual disability syndrome 2","Germline"
"1573","GTR000559453.2","Athena Diagnostics GAFFME","PNPO (17q21.32)","Pyridoxal phosphate-responsive seizures","Germline"
"1574","GTR000559453.2","Athena Diagnostics GAFFME","PRICKLE1 (12q12)","Epilepsy, progressive myoclonic, 1B","Germline"
"1575","GTR000559453.2","Athena Diagnostics GAFFME","PRICKLE2 (3p14.1)","Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis","Germline"
"1576","GTR000559453.2","Athena Diagnostics GAFFME","PRIMA1 (14q32.12)","Sleep-related hypermotor epilepsy","Germline"
"1577","GTR000559453.2","Athena Diagnostics GAFFME","PRRT2 (16p11.2)","Seizures, benign familial infantile, 2","Germline"
"1578","GTR000559453.2","Athena Diagnostics GAFFME","SCARB2 (4q21.1)","Action myoclonus-renal failure syndrome","Germline"
"1579","GTR000559453.2","Athena Diagnostics GAFFME","SCN1A (2q24.3)","Generalized epilepsy with febrile seizures plus, type 2","Germline"
"1580","GTR000559453.2","Athena Diagnostics GAFFME","SCN1B (19q13.11)","Generalized epilepsy with febrile seizures plus, type 1","Germline"
"1581","GTR000559453.2","Athena Diagnostics GAFFME","SCN2A (2q24.3)","Developmental and epileptic encephalopathy, 11","Germline"
"1582","GTR000559453.2","Athena Diagnostics GAFFME","SCN3A (2q24.3)","Epilepsy","Germline"
"1583","GTR000559453.2","Athena Diagnostics GAFFME","SCN5A (3p22.2)","Brugada syndrome 1","Germline"
"1584","GTR000559453.2","Athena Diagnostics GAFFME","SCN9A (2q24.3)","Generalized epilepsy with febrile seizures plus, type 7","Germline"
"1585","GTR000559453.2","Athena Diagnostics GAFFME","SLC19A3 (2q36.3)","Biotin-responsive basal ganglia disease","Germline"
"1586","GTR000559453.2","Athena Diagnostics GAFFME","SLC25A19 (17q25.1)","Progressive demyelinating neuropathy with bilateral striatal necrosis","Germline"
"1587","GTR000559453.2","Athena Diagnostics GAFFME","SLC2A1 (1p34.2)","Encephalopathy due to GLUT1 deficiency","Germline"
"1588","GTR000559453.2","Athena Diagnostics GAFFME","SLC35A2 (Xp11.23)","SLC35A2-congenital disorder of glycosylation","Germline"
"1589","GTR000559453.2","Athena Diagnostics GAFFME","SLC4A10 (2q24.2)","Focal epilepsy","Germline"
"1590","GTR000559453.2","Athena Diagnostics GAFFME","SLC6A1 (3p25.3)","Myoclonic-astatic epilepsy","Germline"
"1591","GTR000559453.2","Athena Diagnostics GAFFME","SLC6A8 (Xq28)","Creatine transporter deficiency","Germline"
"1592","GTR000559453.2","Athena Diagnostics GAFFME","ST3GAL5 (2p11.2)","GM3 synthase deficiency","Germline"
"1593","GTR000559453.2","Athena Diagnostics GAFFME","STX1B (16p11.2)","Generalized epilepsy with febrile seizures plus, type 9","Germline"
"1594","GTR000559453.2","Athena Diagnostics GAFFME","SUCLA2 (13q14.2)","Mitochondrial DNA depletion syndrome, encephalomyopathic form with methylmalonic aciduria","Germline"
"1595","GTR000559453.2","Athena Diagnostics GAFFME","SYNJ1 (21q22.11)","Developmental and epileptic encephalopathy, 53","Germline"
"1596","GTR000559453.2","Athena Diagnostics GAFFME","TBC1D24 (16p13.3)","Familial infantile myoclonic epilepsy","Germline"
"1597","GTR000553482.5","CHOP","AFG2A (4q28.1)","Microcephaly-intellectual disability-sensorineural hearing loss-epilepsy-abnormal muscle tone syndrome","Germline"
"1598","GTR000553482.5","CHOP","ALDH5A1 (6p22.3)","Succinate-semialdehyde dehydrogenase deficiency","Germline"
"1599","GTR000553482.5","CHOP","ALDH7A1 (5q23.2)","Pyridoxine-dependent epilepsy","Germline"
"1600","GTR000553482.5","CHOP","ALG13 (Xq23)","Developmental and epileptic encephalopathy, 36","Germline"
"1601","GTR000553482.5","CHOP","ANKRD11 (16q24.3)","KBG syndrome","Germline"
"1602","GTR000553482.5","CHOP","AP3B2 (15q25.2)","Epilepsy","Germline"
"1603","GTR000553482.5","CHOP","ARHGEF9 (Xq11.1)","Developmental and epileptic encephalopathy, 8","Germline"
"1604","GTR000553482.5","CHOP","ARID1B (6q25.3)","Coffin-Siris syndrome 1","Germline"
"1605","GTR000553482.5","CHOP","ARX (Xp21.3)","Developmental and epileptic encephalopathy, 1","Germline"
"1606","GTR000553482.5","CHOP","ASAH1 (8p22)","Spinal muscular atrophy-progressive myoclonic epilepsy syndrome","Germline"
"1607","GTR000553482.5","CHOP","ASXL3 (18q12.1)","Severe feeding difficulties-failure to thrive-microcephaly due to ASXL3 deficiency syndrome","Germline"
"1608","GTR000553482.5","CHOP","ATP1A2 (1q23.2)","Developmental and epileptic encephalopathy 98","Germline"
"1609","GTR000553482.5","CHOP","ATP1A3 (19q13.2)","Developmental and epileptic encephalopathy 99","Germline"
"1610","GTR000553482.5","CHOP","CACNA1A (19p13.13)","Developmental and epileptic encephalopathy, 42","Germline"
"1611","GTR000553482.5","CHOP","CACNA1E (1q25.3)","Developmental and epileptic encephalopathy, 69","Germline"
"1612","GTR000553482.5","CHOP","CACNA1I (22q13.1)","Epilepsy","Germline"
"1613","GTR000553482.5","CHOP","CARS2 (13q34)","Combined oxidative phosphorylation defect type 27","Germline"
"1614","GTR000553482.5","CHOP","CASR (3q13.33-21.1)","Epilepsy, idiopathic generalized, susceptibility to, 8","Germline"
"1615","GTR000553482.5","CHOP","CDKL5 (Xp22.13)","Developmental and epileptic encephalopathy, 2","Germline"
"1616","GTR000553482.5","CHOP","CERT1 (5q13.3)","Intellectual disability, autosomal dominant 34","Germline"
"1617","GTR000553482.5","CHOP","CHD2 (15q26.1)","Developmental and epileptic encephalopathy 94","Germline"
"1618","GTR000553482.5","CHOP","CHRNA2 (8p21.2)","Autosomal dominant nocturnal frontal lobe epilepsy 4","Germline"
"1619","GTR000553482.5","CHOP","CHRNA4 (20q13.33)","Autosomal dominant nocturnal frontal lobe epilepsy 1","Germline"
"1620","GTR000553482.5","CHOP","CHRNB2 (1q21.3)","Autosomal dominant nocturnal frontal lobe epilepsy 3","Germline"
"1621","GTR000553482.5","CHOP","CLCN4 (Xp22.2)","Epilepsy","Germline"
"1622","GTR000553482.5","CHOP","CLN3 (16p12.1)","Neuronal ceroid lipofuscinosis 3","Germline"
"1623","GTR000553482.5","CHOP","CLN5 (13q22.3)","Neuronal ceroid lipofuscinosis 5","Germline"
"1624","GTR000553482.5","CHOP","CLN6 (15q23)","Ceroid lipofuscinosis, neuronal, 6A","Germline"
"1625","GTR000553482.5","CHOP","CLN8 (8p23.3)","Neuronal ceroid lipofuscinosis 8 northern epilepsy variant","Germline"
"1626","GTR000553482.5","CHOP","CNKSR2 (Xp22.12)","Intellectual disability, X-linked, syndromic, Houge type","Germline"
"1627","GTR000553482.5","CHOP","CTSD (11p15.5)","Neuronal ceroid lipofuscinosis 10","Germline"
"1628","GTR000553482.5","CHOP","CTSF (11q13.2)","Neuronal ceroid lipofuscinosis 13","Germline"
"1629","GTR000553482.5","CHOP","DCX (Xq23)","Lissencephaly type 1 due to doublecortin gene mutation","Germline"
"1630","GTR000553482.5","CHOP","DDX3X (Xp11.4)","Epilepsy","Germline"
"1631","GTR000553482.5","CHOP","DEPDC5 (22q12.2-12.3)","Familial focal epilepsy with variable foci","Germline"
